timestamp,voltage,current,temperature,iddq,prop_delay
1267,4.9641,1.1966,124.89,7.34,4.435
1268,4.9826,1.1967,125.2,7.84,4.375
1269,4.9995,1.2002,124.61,10.55,4.542
1270,4.9851,1.2139,124.66,10.63,4.43
1271,4.9798,1.2162,124.53,9.28,4.44
1272,4.9644,1.1802,124.68,10.55,4.36
1273,4.97,1.1836,125.26,8.42,4.394
1274,4.9889,1.1929,124.54,8.35,4.537
1275,4.9859,1.1984,125.21,9.59,4.438
1276,5.0353,1.2105,124.51,10.95,4.453
1277,5.0198,1.2045,124.73,10.08,4.581
1278,5.0166,1.2077,125.14,10.87,4.375
1279,4.9878,1.2001,125.25,9.03,4.423
1280,4.9789,1.2058,125.36,10.74,4.465
1281,5.006,1.1958,125.06,10.24,4.481
1282,5.0159,1.1856,124.92,11.82,4.612
1283,5.0342,1.203,124.71,8.36,4.55
1284,4.9771,1.2116,125.31,9.96,4.62
1285,5.0055,1.1904,124.55,9.18,4.645
1286,5.0214,1.1834,124.51,11.27,4.547
1287,5.009,1.1963,124.75,10.7,4.454
1288,4.9995,1.2063,124.95,9.81,4.524
1289,5.0393,1.1856,125.28,9.41,4.396
1290,5.0251,1.1922,125.23,12.04,4.458
1291,5.013,1.2086,124.52,9.39,4.546
1292,4.9804,1.1976,125.36,9.06,4.639
1293,4.998,1.183,125.48,8.52,4.528
1294,4.9769,1.1819,125.5,9.8,4.587
1295,5.0112,1.1911,125.08,9.05,4.468
1296,5.0074,1.2153,125.36,8.24,4.414
1297,5.0214,1.1996,124.82,9.44,4.569
1298,5.0349,1.2009,125.3,8.76,4.449
1299,5.0306,1.193,125.11,10.24,4.351
1300,5.0349,1.2196,125.01,8.81,4.618
1301,4.9767,1.2134,124.98,11.78,4.421
1302,5.0374,1.2154,124.71,8.96,4.452
1303,5.0297,1.1855,124.85,9.86,4.426
1304,5.0332,1.1888,124.55,9.86,4.36
1305,4.9801,1.2148,124.97,9.26,4.504
1306,4.9847,1.1976,125.23,10.1,4.514
1307,5.0116,1.2027,125.48,12.3,4.461
1308,5.0335,1.19,125.32,11.06,4.613
1309,4.9937,1.2002,125.14,11.24,4.618
1310,4.9779,1.1891,124.98,9.75,4.455
1311,5.023,1.2115,124.93,9.46,4.401
1312,4.9818,1.216,125.03,9.81,4.357
1313,5.0375,1.183,124.72,11.2,4.536
1314,5.0385,1.1876,125.31,11.27,4.599
1315,4.9773,1.2094,125.42,8.94,4.61
1316,4.9662,1.2184,124.99,10.76,4.384
1317,4.986,1.2067,125.38,8.8,4.458
1318,4.9757,1.2139,125.16,10.03,4.477
1319,4.9946,1.1999,124.74,9.3,4.412
1320,5.0238,1.2089,124.92,9.48,4.385
1321,4.9884,1.1911,124.86,10.89,4.436
1322,5.0138,1.1807,124.91,9.21,4.463
1323,4.968,1.2047,125.22,9.67,4.36
1324,5.0052,1.2002,124.71,8.76,4.387
1325,4.9873,1.1891,124.6,9.64,4.415
1326,4.9649,1.1899,124.6,8.17,4.438
1327,5.0156,1.185,124.51,9.71,4.396
1328,4.9961,1.2158,124.74,11.27,4.622
1329,4.9887,1.1969,124.62,10.25,4.372
1330,5.0057,1.1902,125.33,8.18,4.579
1331,4.9729,1.1958,124.71,7.81,4.409
1332,4.985,1.2022,124.82,9.02,4.505
1333,4.9678,1.2,125.09,11.91,4.625
1334,4.9605,1.1963,125.11,9.02,4.465
1335,4.9903,1.2171,124.64,11.58,4.51
1336,4.9766,1.1972,125.06,9.64,4.57
1337,5.0019,1.2111,124.88,10.25,4.45
1338,5.0155,1.1886,125.38,9.79,4.351
1339,5.0036,1.1813,125.43,8.34,4.444
1340,5.0131,1.2138,124.71,8.34,4.466
1341,5.0217,1.1857,125.32,10.56,4.521
1342,5.0103,1.1923,125.3,11.41,4.359
1343,5.0288,1.1942,125.5,8.14,4.507
1344,4.9812,1.1861,125.09,8.06,4.368
1345,4.9925,1.191,125.45,10.27,4.467
1346,4.9652,1.1971,124.58,10.28,4.386
1347,5.0239,1.2197,124.89,10.54,4.644
1348,5.0056,1.2165,125.3,10.28,4.534
1349,5.0361,1.2137,124.92,11.06,4.615
1350,5.0089,1.2053,125.45,11.54,4.437
1351,4.9612,1.2194,124.79,11.47,4.621
1352,4.9945,1.1891,124.79,10.06,4.396
1353,4.9999,1.2186,124.81,11.23,4.513
1354,5.0176,1.2091,125.25,9.16,4.471
1355,4.9788,1.2145,124.75,10.19,4.427
1356,5.0011,1.2101,125.45,11.54,4.508
1357,4.9943,1.2152,125.0,9.35,4.351
1358,5.0085,1.205,125.29,8.43,4.404
1359,5.0083,1.1858,125.37,8.69,4.58
1360,5.0192,1.1833,124.97,10.4,4.44
1361,5.0243,1.188,124.75,6.0,4.625
1362,5.0026,1.1829,125.25,11.26,4.549
1363,5.0285,1.2037,125.15,9.09,4.398
1364,5.0378,1.2069,125.28,9.62,4.633
1365,5.0083,1.1872,125.27,8.89,4.473
1366,4.9716,1.1874,124.73,12.01,4.361
1367,4.9613,1.1819,124.91,10.49,4.465
1368,5.0198,1.1951,125.15,9.98,4.433
1369,5.0129,1.2186,124.67,10.26,4.581
1370,5.0284,1.1999,125.37,9.78,4.409
1371,4.9711,1.2059,124.89,8.23,4.465
1372,5.0271,1.1938,125.12,9.54,4.646
1373,5.005,1.1954,125.38,10.51,4.545
1374,4.9645,1.1885,124.94,9.48,4.516
1375,5.0197,1.1902,125.23,8.54,4.426
1376,5.0073,1.1896,124.78,11.38,4.565
1377,5.0051,1.1829,124.74,11.03,4.573
1378,4.9677,1.181,125.33,10.19,4.605
1379,5.0331,1.1985,125.35,9.14,4.587
1380,4.9861,1.2191,125.06,10.5,4.474
1381,5.023,1.1971,125.3,10.04,4.451
1382,5.0372,1.2193,124.99,11.32,4.649
1383,5.0399,1.2131,124.63,11.83,4.589
1384,5.0234,1.1903,124.68,9.91,4.634
1385,4.9678,1.2012,124.76,11.22,4.599
1386,4.972,1.1966,124.7,8.5,4.621
1387,5.0179,1.2035,124.6,11.86,4.411
1388,4.99,1.211,125.16,10.26,4.354
1389,4.9855,1.2042,125.07,10.44,4.415
1390,5.0297,1.2108,125.47,12.68,4.602
1391,5.0346,1.1937,125.0,9.76,4.528
1392,5.0355,1.184,124.82,10.1,4.391
1393,5.0058,1.1881,125.37,8.97,4.609
1394,4.9819,1.193,125.25,10.4,4.438
1395,4.9963,1.1978,124.92,11.53,4.545
1396,5.0285,1.2173,124.52,8.57,4.569
1397,5.0314,1.2142,124.59,10.38,4.571
1398,5.0105,1.2027,125.42,9.44,4.456
1399,5.0261,1.1953,125.21,9.41,4.622
1400,4.9812,1.2178,124.98,8.64,4.519
1401,5.0111,1.2041,125.24,7.92,4.459
1402,5.0255,1.2051,125.07,9.26,4.365
1403,4.9997,1.1928,124.51,10.03,4.524
1404,4.9779,1.1824,124.68,9.46,4.596
1405,4.9632,1.2014,125.16,11.31,4.605
1406,4.9811,1.1814,125.23,9.35,4.588
1407,4.9925,1.2152,125.42,8.1,4.606
1408,4.9918,1.2199,125.41,9.21,4.412
1409,4.9789,1.2036,124.61,10.27,4.554
1410,4.9659,1.2063,124.59,7.69,4.415
1411,5.0111,1.2068,124.53,10.15,4.473
1412,5.0085,1.1969,124.7,10.6,4.445
1413,5.0306,1.1803,124.82,10.04,4.442
1414,5.0191,1.2112,124.56,10.29,4.441
1415,5.0095,1.1884,124.69,9.35,4.415
1416,5.0254,1.181,124.8,13.17,4.532
1417,5.0043,1.1827,125.12,9.05,4.507
1418,4.9918,1.208,124.78,8.85,4.36
1419,5.0323,1.1834,125.44,9.07,4.636
1420,4.9647,1.2124,124.52,8.44,4.36
1421,5.0398,1.1886,125.11,10.76,4.417
1422,4.9612,1.1995,125.46,10.72,4.589
1423,4.9826,1.1835,124.61,11.48,4.405
1424,5.0276,1.2168,125.4,7.74,4.433
1425,4.9715,1.202,124.86,8.44,4.577
1426,5.0364,1.2032,124.75,9.82,4.379
1427,5.016,1.1963,125.1,11.34,4.418
1428,5.0299,1.2054,125.37,10.48,4.524
1429,4.9954,1.1867,125.17,11.67,4.405
1430,5.012,1.1887,125.0,10.48,4.435
1431,5.0167,1.1888,125.43,10.61,4.583
1432,4.9774,1.1905,124.89,9.54,4.59
1433,4.982,1.2191,125.3,9.82,4.598
1434,5.0064,1.2107,125.48,9.98,4.355
1435,5.0004,1.1842,125.14,10.09,4.597
1436,5.0391,1.2055,125.22,10.99,4.586
1437,5.0284,1.1816,124.59,10.11,4.488
1438,5.0392,1.2118,125.41,9.57,4.415
1439,5.0381,1.1967,125.04,11.43,4.564
1440,5.0038,1.2105,125.06,8.98,4.621
1441,5.0026,1.1919,125.47,10.63,4.628
1442,4.9722,1.1976,124.82,7.53,4.54
1443,4.9602,1.2029,125.25,11.43,4.468
1444,4.9963,1.2016,125.33,11.07,4.533
1445,4.997,1.1901,124.6,9.58,4.568
1446,5.0143,1.1923,125.27,9.93,4.593
1447,4.9798,1.2044,124.95,9.75,4.35
1448,5.0125,1.2012,125.11,9.94,4.568
1449,4.9658,1.1839,125.29,9.35,4.556
1450,5.0209,1.1898,124.82,6.74,4.618
1451,4.9834,1.187,124.95,8.91,4.647
1452,4.9782,1.2007,124.78,9.08,4.401
1453,5.0393,1.1869,125.15,10.16,4.532
1454,4.9624,1.2081,124.64,8.95,4.601
1455,4.9768,1.2034,124.66,11.53,4.542
1456,4.9918,1.1999,125.05,8.55,4.43
1457,4.9851,1.188,125.19,12.33,4.597
1458,4.9921,1.2054,125.13,9.52,4.478
1459,5.0055,1.2003,124.85,11.01,4.538
1460,5.0384,1.2136,125.37,9.29,4.578
1461,5.0038,1.2104,124.76,9.1,4.632
1462,5.0214,1.1878,124.96,10.57,4.466
1463,4.9915,1.1834,125.1,10.18,4.409
1464,4.9664,1.2163,125.31,11.13,4.466
1465,4.9988,1.1937,125.49,8.59,4.411
1466,4.9794,1.1986,124.81,10.15,4.457
1467,5.0258,1.2086,124.85,10.04,4.543
1468,5.0348,1.1864,125.43,11.07,4.57
1469,4.9693,1.1967,124.79,9.32,4.615
1470,4.9755,1.193,125.29,10.76,4.394
1471,5.0161,1.1954,125.24,10.69,4.606
1472,4.9747,1.1891,124.55,10.47,4.52
1473,4.9731,1.2136,124.75,10.59,4.488
1474,4.97,1.1909,124.79,10.44,4.546
1475,4.9854,1.2008,125.3,10.96,4.519
1476,5.017,1.2082,124.95,9.67,4.45
1477,5.0024,1.2057,125.16,9.97,4.441
1478,5.001,1.2112,124.93,9.7,4.619
1479,4.9866,1.1834,124.89,9.37,4.445
1480,5.0388,1.2007,124.94,11.16,4.566
1481,4.9841,1.1933,124.95,9.38,4.426
1482,4.9722,1.2157,124.57,10.21,4.479
1483,5.0048,1.1961,125.15,9.68,4.533
1484,4.9868,1.1947,125.09,8.31,4.433
1485,5.001,1.1979,125.09,9.96,4.373
1486,4.9658,1.188,125.33,10.61,4.544
1487,4.9869,1.2187,124.59,9.14,4.395
1488,4.9661,1.1923,124.96,10.32,4.538
1489,4.98,1.219,124.85,11.14,4.569
1490,4.9966,1.1914,124.74,12.45,4.554
1491,5.0386,1.2188,124.96,11.5,4.354
1492,4.9736,1.2128,125.04,10.27,4.555
1493,4.9876,1.1809,124.65,10.15,4.358
1494,5.0008,1.1819,125.5,11.21,4.616
1495,5.0018,1.1963,124.71,10.97,4.516
1496,5.0339,1.2155,124.76,7.95,4.571
1497,4.9871,1.1836,125.09,8.46,4.384
1498,5.006,1.2057,124.99,10.92,4.579
1499,5.0134,1.2154,124.84,9.69,4.504
1500,5.0075,1.214,125.01,8.19,4.543
1501,5.0157,1.1916,125.13,9.54,4.356
1502,4.9619,1.213,125.07,9.34,4.437
1503,5.0151,1.2103,124.59,9.53,4.46
1504,4.9988,1.1829,125.4,10.14,4.54
1505,4.9793,1.2106,125.41,8.27,4.633
1506,5.0356,1.1998,125.12,10.84,4.585
1507,5.034,1.2058,125.0,11.37,4.358
1508,4.9754,1.1916,125.24,9.79,4.497
1509,4.9888,1.2177,124.9,11.0,4.558
1510,5.0317,1.192,124.9,11.16,4.521
1511,5.0295,1.1985,125.45,9.91,4.634
1512,5.0306,1.2044,125.25,9.0,4.394
1513,5.0382,1.2029,125.13,11.99,4.433
1514,5.016,1.194,125.02,12.64,4.585
1515,5.0058,1.181,124.56,11.02,4.516
1516,4.966,1.1903,125.37,10.62,4.603
1517,4.9944,1.191,125.08,8.31,4.429
1518,5.0321,1.1949,124.95,7.8,4.427
1519,5.0077,1.2026,125.31,6.72,4.516
1520,5.0377,1.2116,124.67,10.36,4.566
1521,5.0023,1.215,124.87,10.17,4.385
1522,4.984,1.202,124.73,9.4,4.439
1523,4.9729,1.2095,124.71,12.28,4.507
1524,4.9803,1.2073,125.09,7.81,4.595
1525,5.0332,1.2048,125.17,9.2,4.477
1526,5.002,1.2082,124.97,9.0,4.467
1527,5.0101,1.2066,125.33,10.04,4.459
1528,5.0311,1.2061,124.85,8.35,4.534
1529,5.0088,1.209,124.63,10.73,4.563
1530,4.9782,1.2087,124.9,9.87,4.466
1531,5.0127,1.1891,125.23,11.92,4.489
1532,4.9764,1.2129,124.78,10.29,4.645
1533,4.9887,1.186,125.03,9.65,4.515
1534,4.9692,1.2076,124.74,9.68,4.596
1535,5.0034,1.1956,124.52,10.3,4.451
1536,4.9795,1.2036,125.19,10.72,4.545
1537,5.013,1.2,125.44,6.89,4.542
1538,5.0094,1.1845,124.6,10.97,4.481
1539,4.9965,1.2177,124.63,12.48,4.5
1540,5.0233,1.2138,125.21,9.92,4.46
1541,5.0257,1.1951,125.4,10.58,4.574
1542,4.9814,1.1915,125.05,11.47,4.553
1543,4.9723,1.1863,125.03,9.94,4.583
1544,4.9859,1.2173,125.44,8.34,4.629
1545,4.9923,1.2003,125.46,8.95,4.373
1546,4.9988,1.2161,124.65,8.75,4.643
1547,5.0389,1.1938,124.61,10.97,4.397
1548,5.0102,1.2076,124.7,9.39,4.492
1549,4.9623,1.2122,125.48,10.38,4.41
1550,5.0338,1.2105,124.71,10.1,4.408
1551,4.978,1.1925,124.74,9.46,4.578
1552,5.0258,1.1955,124.78,10.41,4.522
1553,5.0201,1.1846,124.82,8.81,4.593
1554,4.9601,1.22,124.91,10.1,4.592
1555,5.0093,1.1979,124.96,9.75,4.494
1556,5.0225,1.188,125.41,10.75,4.439
1557,5.0239,1.214,125.46,11.94,4.648
1558,5.0099,1.2085,124.97,10.35,4.589
1559,5.0348,1.2121,124.77,7.8,4.567
1560,4.988,1.2031,124.88,10.34,4.464
1561,5.0172,1.2034,124.8,9.11,4.408
1562,5.027,1.2095,125.05,8.41,4.467
1563,5.0016,1.1957,125.32,9.46,4.573
1564,5.0123,1.1984,124.94,9.07,4.384
1565,4.9684,1.203,124.55,8.97,4.557
1566,4.9646,1.1966,124.95,10.67,4.508
1567,4.9604,1.2179,124.5,9.59,4.441
1568,4.9987,1.207,125.02,11.47,4.361
1569,5.0149,1.1816,125.06,10.1,4.401
1570,5.0289,1.1985,125.35,10.68,4.388
1571,4.9784,1.1992,125.22,9.0,4.564
1572,4.9788,1.1907,124.84,10.55,4.489
1573,5.0124,1.2165,125.11,8.19,4.399
1574,4.9801,1.1825,124.62,11.08,4.431
1575,5.0092,1.1905,125.12,11.84,4.594
1576,4.9758,1.199,125.42,9.47,4.555
1577,5.0195,1.2084,124.9,10.45,4.412
1578,4.9967,1.2154,124.71,10.63,4.374
1579,4.9743,1.1933,125.19,10.55,4.649
1580,4.9618,1.2173,124.61,11.18,4.593
1581,4.9959,1.2114,124.87,11.85,4.463
1582,5.0278,1.2155,125.01,10.92,4.474
1583,5.0312,1.1965,125.19,10.98,4.571
1584,5.0095,1.1953,125.27,11.08,4.464
1585,4.979,1.2199,125.5,13.1,4.416
1586,4.9802,1.2053,125.18,11.4,4.612
1587,5.0328,1.217,124.9,10.49,4.495
1588,4.9812,1.189,124.94,8.69,4.55
1589,4.9764,1.1861,124.9,9.82,4.42
1590,4.9777,1.187,124.69,9.58,4.429
1591,4.9946,1.2007,125.14,9.71,4.519
1592,5.0197,1.191,124.74,10.32,4.365
1593,4.9643,1.1883,124.67,9.55,4.383
1594,4.9781,1.2107,124.92,9.72,4.567
1595,4.9826,1.188,124.73,9.45,4.472
1596,5.0222,1.2002,125.08,12.17,4.607
1597,4.997,1.2159,125.36,9.16,4.37
1598,5.0124,1.2171,125.27,10.31,4.65
1599,4.9981,1.2158,125.07,10.46,4.389
1600,4.9784,1.2024,124.83,8.53,4.539
1601,5.0076,1.1814,125.02,9.93,4.62
1602,4.9689,1.1818,125.47,8.93,4.58
1603,5.0119,1.2128,125.09,9.66,4.493
1604,5.0327,1.1817,124.96,7.31,4.369
1605,4.986,1.1814,124.76,7.76,4.394
1606,4.9986,1.1929,124.58,10.13,4.357
1607,4.9704,1.1868,125.36,11.6,4.494
1608,4.9984,1.1804,125.47,8.01,4.481
1609,5.0021,1.1882,124.97,10.84,4.478
1610,4.9861,1.2156,124.83,9.8,4.395
1611,4.976,1.215,125.04,10.68,4.524
1612,4.9999,1.183,125.01,12.43,4.501
1613,5.0023,1.2103,124.53,10.86,4.492
1614,4.9903,1.204,125.29,10.43,4.383
1615,4.9633,1.1848,124.54,8.65,4.395
1616,4.9944,1.2102,125.07,10.51,4.376
1617,5.0336,1.1843,125.36,11.28,4.424
1618,5.0365,1.1958,125.49,10.12,4.57
1619,4.9874,1.2033,125.34,9.21,4.537
1620,4.9696,1.2185,125.14,9.47,4.598
1621,5.0197,1.1803,125.37,9.79,4.577
1622,4.9703,1.1914,125.1,8.05,4.442
1623,4.9675,1.198,124.83,9.53,4.552
1624,4.9736,1.1965,124.54,10.75,4.517
1625,5.0208,1.1918,125.17,9.58,4.63
1626,4.9675,1.1888,124.77,8.78,4.395
1627,4.9663,1.1893,124.81,9.34,4.568
1628,4.9849,1.1888,125.02,9.25,4.421
1629,4.9876,1.1873,124.72,9.06,4.473
1630,5.021,1.2127,124.64,8.84,4.384
1631,5.0177,1.1913,124.82,8.46,4.474
1632,5.0015,1.209,125.22,8.51,4.392
1633,4.9846,1.2102,125.23,11.37,4.392
1634,5.0015,1.1948,124.75,10.02,4.622
1635,4.9836,1.2121,124.94,9.4,4.397
1636,5.0063,1.2114,125.14,12.08,4.523
1637,5.0369,1.208,124.89,8.89,4.543
1638,4.9761,1.192,124.86,8.81,4.497
1639,5.0333,1.1926,125.4,8.87,4.398
1640,4.9889,1.212,124.63,11.12,4.483
1641,4.9956,1.1956,124.64,8.75,4.41
1642,5.0013,1.2006,125.45,10.27,4.587
1643,4.9996,1.1936,125.07,9.84,4.47
1644,4.9798,1.1959,124.9,9.28,4.611
1645,4.9967,1.2129,125.12,12.34,4.621
1646,4.9605,1.1996,124.77,8.96,4.448
1647,4.9705,1.2051,125.16,8.85,4.637
1648,5.0057,1.2122,124.93,9.63,4.544
1649,5.0136,1.1907,124.88,11.33,4.501
1650,5.0165,1.1918,124.56,8.53,4.396
1651,4.9854,1.2129,124.66,12.29,4.473
1652,4.9945,1.2132,124.64,11.0,4.542
1653,4.9871,1.2062,125.19,9.52,4.529
1654,4.9783,1.2154,125.15,8.65,4.599
1655,5.0195,1.1807,125.16,10.95,4.478
1656,5.0115,1.1994,124.85,10.07,4.422
1657,4.9677,1.2033,124.67,9.13,4.446
1658,4.9887,1.1999,125.2,11.35,4.395
1659,5.0347,1.188,124.68,11.62,4.534
1660,4.9725,1.186,125.14,10.31,4.36
1661,4.9669,1.1961,125.29,8.26,4.404
1662,5.0017,1.2176,125.08,11.16,4.397
1663,5.0397,1.1908,125.13,11.03,4.519
1664,4.9796,1.2017,124.62,9.06,4.484
1665,4.9606,1.1815,125.44,10.08,4.389
1666,4.9953,1.201,125.0,10.03,4.45
1667,4.9888,1.2011,124.56,8.65,4.534
1668,5.0349,1.2056,125.22,8.85,4.36
1669,4.996,1.1993,125.04,11.08,4.533
1670,5.0153,1.1961,124.9,9.7,4.43
1671,4.9653,1.2084,124.57,7.72,4.449
1672,5.0239,1.212,125.34,9.9,4.385
1673,5.0001,1.2078,124.77,10.9,4.63
1674,5.0005,1.2085,125.38,10.2,4.412
1675,5.021,1.1894,125.16,8.47,4.58
1676,5.0029,1.2092,124.62,7.06,4.579
1677,4.9687,1.1931,124.79,8.42,4.482
1678,4.9718,1.2139,124.89,9.73,4.572
1679,5.0225,1.2018,125.23,12.26,4.454
1680,5.0209,1.2037,124.61,9.0,4.389
1681,4.9772,1.1994,125.47,8.74,4.566
1682,5.032,1.2184,125.47,9.26,4.441
1683,4.9624,1.2062,125.21,8.99,4.563
1684,4.9657,1.1862,125.3,12.79,4.413
1685,4.9814,1.1904,124.69,10.8,4.645
1686,5.0118,1.213,124.8,7.43,4.485
1687,5.03,1.2154,125.21,8.5,4.452
1688,5.0179,1.1809,124.9,9.15,4.602
1689,4.9903,1.215,124.6,10.75,4.609
1690,4.9722,1.184,125.24,10.11,4.545
1691,4.9984,1.2134,124.96,8.91,4.457
1692,5.0139,1.208,125.3,12.06,4.534
1693,5.0374,1.2149,124.7,10.17,4.485
1694,5.0216,1.187,125.25,11.82,4.565
1695,5.0141,1.1946,124.81,8.3,4.604
1696,4.9917,1.2053,125.32,10.88,4.456
1697,5.0198,1.1967,125.25,10.66,4.644
1698,5.0289,1.1811,124.52,9.86,4.363
1699,5.0114,1.1838,124.51,10.42,4.615
1700,4.9797,1.2023,125.42,11.23,4.565
1701,5.0234,1.1947,125.48,9.64,4.496
1702,4.9634,1.2088,124.91,12.54,4.619
1703,4.9934,1.1851,124.9,8.47,4.367
1704,5.0202,1.2169,125.49,11.55,4.442
1705,5.0379,1.2181,124.93,9.73,4.423
1706,5.0372,1.2097,124.76,10.01,4.395
1707,5.0267,1.1842,125.46,13.27,4.443
1708,4.9817,1.1862,124.7,11.6,4.546
1709,5.0283,1.1853,125.37,9.43,4.388
1710,4.9626,1.1991,125.09,12.2,4.569
1711,5.0079,1.1803,124.88,10.05,4.359
1712,4.975,1.2019,125.09,11.36,4.614
1713,5.0392,1.1981,125.2,11.35,4.428
1714,4.9925,1.2098,125.37,11.86,4.45
1715,4.9951,1.1855,124.98,10.23,4.482
1716,5.0334,1.2152,125.47,12.74,4.379
1717,4.9642,1.2047,124.68,9.56,4.502
1718,5.0364,1.18,125.31,8.72,4.552
1719,5.0152,1.1888,124.57,8.11,4.553
1720,5.0112,1.2199,124.54,9.22,4.567
1721,4.9894,1.2184,124.67,9.21,4.477
1722,5.0233,1.1885,125.15,9.42,4.439
1723,4.9953,1.1957,125.44,8.03,4.61
1724,5.0311,1.2089,125.35,10.82,4.464
1725,5.023,1.2126,125.12,12.11,4.565
1726,4.9671,1.1852,125.04,7.67,4.544
1727,5.0387,1.1811,124.99,9.6,4.384
1728,4.9931,1.2117,125.48,10.32,4.628
1729,4.9773,1.1877,125.21,8.87,4.394
1730,4.9714,1.2005,125.24,11.34,4.586
1731,4.9704,1.188,124.82,9.45,4.449
1732,5.0351,1.195,124.63,11.31,4.613
1733,5.0373,1.2134,124.9,8.68,4.429
1734,5.0164,1.1894,124.87,10.67,4.413
1735,5.0245,1.2156,125.43,10.45,4.451
1736,4.9735,1.2022,125.22,8.3,4.417
1737,4.9638,1.197,125.45,10.41,4.65
1738,4.9856,1.218,125.22,8.77,4.44
1739,4.9875,1.1942,124.84,10.04,4.392
1740,4.998,1.1824,124.86,9.86,4.363
1741,4.9851,1.1939,125.37,10.66,4.441
1742,4.9638,1.201,124.52,8.28,4.49
1743,5.0091,1.2061,124.59,11.48,4.547
1744,5.0272,1.2136,124.83,9.86,4.53
1745,5.0096,1.1837,125.22,10.12,4.622
1746,4.9851,1.2067,125.23,10.82,4.547
1747,5.0175,1.211,125.39,11.96,4.444
1748,4.9673,1.1874,124.94,10.17,4.416
1749,5.019,1.197,124.96,12.51,4.636
1750,5.0093,1.2015,125.05,9.96,4.581
1751,4.9902,1.2027,124.83,9.27,4.513
1752,5.0202,1.1925,125.32,11.16,4.636
1753,5.0381,1.1803,125.06,8.28,4.352
1754,5.0388,1.2199,125.22,9.97,4.413
1755,5.0066,1.2148,124.8,9.43,4.394
1756,5.013,1.207,125.3,10.71,4.597
1757,4.998,1.1872,124.95,9.48,4.465
1758,5.0049,1.2141,125.41,8.12,4.408
1759,5.0001,1.1918,124.94,13.19,4.614
1760,5.016,1.1926,125.13,9.2,4.531
1761,5.0329,1.199,124.68,8.69,4.4
1762,5.0119,1.2181,124.91,8.74,4.493
1763,5.0398,1.1922,125.23,9.91,4.39
1764,5.0101,1.2166,125.41,9.87,4.509
1765,5.0317,1.2091,124.56,10.94,4.611
1766,5.0224,1.2081,125.28,10.15,4.404
1767,4.9779,1.2132,125.32,10.9,4.633
1768,4.9994,1.2137,124.91,10.59,4.579
1769,4.9896,1.1891,124.54,10.38,4.475
1770,4.9885,1.1893,125.18,9.26,4.618
1771,5.0136,1.1972,124.79,9.65,4.598
1772,4.9962,1.1919,124.84,11.43,4.642
1773,4.9942,1.2107,124.55,10.45,4.36
1774,5.0225,1.1929,124.8,8.4,4.378
1775,5.038,1.22,125.24,9.95,4.406
1776,5.0262,1.1957,125.13,10.13,4.372
1777,5.0044,1.1807,124.59,9.26,4.629
1778,4.9994,1.2182,125.32,9.14,4.603
1779,4.9813,1.1934,125.27,9.73,4.54
1780,5.028,1.1948,124.54,8.88,4.573
1781,5.006,1.1838,125.23,10.12,4.606
1782,5.0238,1.2044,124.61,10.4,4.507
1783,5.0275,1.1804,124.99,10.37,4.504
1784,4.9872,1.2037,124.93,9.57,4.409
1785,5.0184,1.2061,125.05,9.14,4.641
1786,4.9804,1.2017,124.75,10.2,4.515
1787,5.0341,1.2011,124.83,9.45,4.639
1788,4.9846,1.1861,125.31,10.67,4.471
1789,4.9851,1.1862,124.51,7.82,4.381
1790,5.0243,1.2032,124.83,8.21,4.399
1791,5.0131,1.2006,125.35,9.46,4.601
1792,5.0345,1.195,125.21,12.1,4.65
1793,4.9871,1.2034,124.66,7.48,4.593
1794,5.0361,1.2092,125.05,10.51,4.447
1795,5.0113,1.1927,125.24,10.7,4.376
1796,4.9758,1.1929,125.42,10.73,4.57
1797,5.0317,1.2131,124.63,11.74,4.591
1798,4.9606,1.1808,125.39,11.12,4.492
1799,4.9959,1.1963,124.64,9.96,4.376
1800,5.0121,1.2107,124.61,9.06,4.46
1801,4.9779,1.1962,124.99,10.06,4.456
1802,4.9867,1.2189,125.12,9.5,4.639
1803,5.0064,1.1919,125.24,9.81,4.562
1804,5.0352,1.1866,124.82,9.78,4.508
1805,4.9932,1.1985,124.62,10.62,4.354
1806,4.9793,1.1861,124.61,9.14,4.372
1807,5.0066,1.2125,125.26,10.15,4.496
1808,5.0372,1.202,124.87,9.37,4.39
1809,5.0127,1.1977,124.89,9.18,4.452
1810,5.0283,1.1929,125.08,8.3,4.479
1811,5.03,1.2071,124.73,8.68,4.536
1812,5.0268,1.2037,125.46,9.06,4.61
1813,4.9688,1.2092,124.94,11.04,4.542
1814,4.9909,1.1835,124.96,9.3,4.379
1815,4.978,1.214,124.84,12.03,4.491
1816,4.9745,1.2014,124.73,8.92,4.568
1817,5.0253,1.2089,125.19,9.11,4.548
1818,5.027,1.217,125.35,8.06,4.442
1819,5.0079,1.2018,124.71,9.64,4.591
1820,5.0253,1.1994,124.51,8.18,4.433
1821,4.9981,1.183,124.65,11.04,4.646
1822,5.0029,1.21,124.81,10.22,4.495
1823,5.0001,1.1881,124.94,7.86,4.469
1824,4.9867,1.193,125.14,10.58,4.412
1825,5.0202,1.1895,124.76,9.27,4.366
1826,5.0062,1.2054,124.7,10.46,4.365
1827,4.966,1.203,125.39,9.17,4.554
1828,5.0274,1.1952,125.37,11.46,4.426
1829,5.0168,1.2196,125.12,9.08,4.431
1830,4.9707,1.1967,124.86,7.77,4.405
